chi,elevation,flow distance,drainage area
5.5549,795.01,46330,3.05E+08
5.5473,795,46280,3.05E+08
5.5397,787,46230,3.05E+08
5.5321,779,46180,3.05E+08
5.5244,764,46130,3.05E+08
5.5169,762,46080,3.05E+08
5.5061,762,46009,3.07E+08
5.4985,759.02,45959,3.07E+08
5.4909,759.01,45909,3.07E+08
5.4802,759.01,45838,3.07E+08
5.4695,759,45768,3.07E+08
5.4588,759,45697,3.07E+08
5.4512,749,45647,3.07E+08
5.4405,749,45576,3.07E+08
5.4298,736,45505,3.08E+08
5.4222,727,45455,3.08E+08
5.4115,718,45385,3.08E+08
5.4039,717,45335,3.08E+08
5.3964,714,45285,3.08E+08
5.3888,710,45235,3.08E+08
5.3781,707,45164,3.08E+08
5.3705,697,45114,3.08E+08
5.3598,691,45043,3.08E+08
5.3491,681,44973,3.08E+08
5.3384,677,44902,3.08E+08
5.3277,676,44831,3.09E+08
5.3201,675,44781,3.09E+08
5.3126,672,44731,3.09E+08
5.3019,669,44660,3.09E+08
5.2912,659,44590,3.09E+08
5.2805,655,44519,3.09E+08
5.2729,652,44469,3.09E+08
5.2622,652,44398,3.09E+08
5.2547,651,44348,3.09E+08
5.2471,650.01,44298,3.09E+08
5.2395,650,44248,3.09E+08
5.232,647,44198,3.09E+08
5.2244,646.03,44148,3.09E+08
5.2169,646.03,44098,3.09E+08
5.2062,646.02,44028,3.14E+08
5.1987,646.02,43978,3.14E+08
5.1881,646.01,43907,3.14E+08
5.1775,646.01,43836,3.14E+08
5.1668,646.01,43765,3.14E+08
5.1562,646,43695,3.14E+08
5.1456,646,43624,3.14E+08
5.1381,637,43574,3.14E+08
5.1275,629,43503,3.14E+08
5.12,624,43453,3.15E+08
5.1125,622.03,43403,3.15E+08
5.1019,622.02,43333,3.15E+08
5.0913,622.02,43262,3.15E+08
5.0807,622.02,43191,3.15E+08
5.0732,622.01,43141,3.16E+08
5.0626,622.01,43070,3.16E+08
5.052,622.01,43000,3.16E+08
5.0446,622,42950,3.16E+08
5.034,615,42879,3.16E+08
5.0265,614,42829,3.16E+08
5.0159,614,42758,3.32E+08
5.0086,610,42708,3.32E+08
4.9982,607,42638,3.32E+08
4.9909,594,42588,3.32E+08
4.9836,589.03,42538,3.32E+08
4.9763,589.03,42488,3.32E+08
4.9659,589.03,42417,3.32E+08
4.9556,589.02,42346,3.32E+08
4.9452,589.02,42276,3.32E+08
4.9349,589.02,42205,3.32E+08
4.9245,589.01,42134,3.33E+08
4.9142,589.01,42063,3.33E+08
4.9069,589,42013,3.33E+08
4.8996,589,41963,3.33E+08
4.8923,577.04,41913,3.33E+08
4.885,577.04,41863,3.33E+08
4.8777,577.03,41813,3.33E+08
4.8703,577.03,41763,3.33E+08
4.863,577.02,41713,3.34E+08
4.8527,577.02,41643,3.34E+08
4.8454,577.01,41593,3.34E+08
4.8351,577.01,41522,3.34E+08
4.8278,577,41472,3.34E+08
4.8175,577,41401,3.34E+08
4.8102,576.01,41351,3.34E+08
4.7998,576,41281,3.35E+08
4.7895,576,41210,3.35E+08
4.7792,574,41139,3.35E+08
4.7719,566.01,41089,3.35E+08
4.7646,566,41039,3.35E+08
4.7543,566,40968,3.35E+08
4.747,563,40918,3.35E+08
4.7367,552,40848,3.35E+08
4.7294,542,40798,3.35E+08
4.7221,536.03,40748,3.35E+08
4.7118,536.02,40677,3.36E+08
4.7015,536.02,40606,3.36E+08
4.6912,536.02,40536,3.36E+08
4.6809,536.01,40465,3.38E+08
4.6707,536.01,40394,3.38E+08
4.6604,536.01,40323,3.39E+08
4.6532,536,40273,3.39E+08
4.6429,533.01,40203,3.39E+08
4.6327,533,40132,3.39E+08
4.6224,533,40061,3.39E+08
4.6152,528.01,40011,3.39E+08
4.6079,528.01,39961,3.39E+08
4.6007,528,39911,3.39E+08
4.5934,525.02,39861,3.40E+08
4.5862,525.02,39811,3.40E+08
4.5789,525.01,39761,3.40E+08
4.5717,525.01,39711,3.40E+08
4.5614,525.01,39641,3.40E+08
4.5542,525,39591,3.40E+08
4.547,514,39541,3.40E+08
4.5397,510,39491,3.41E+08
4.5325,509.07,39441,3.41E+08
4.5222,509.06,39370,3.41E+08
4.515,509.06,39320,3.41E+08
4.5048,509.05,39249,3.41E+08
4.4945,509.05,39178,3.41E+08
4.4843,509.05,39108,3.41E+08
4.4741,509.04,39037,3.41E+08
4.4639,509.04,38966,3.41E+08
4.4536,509.04,38896,3.41E+08
4.4434,509.03,38825,3.41E+08
4.4332,509.03,38754,3.42E+08
4.423,509.02,38683,3.42E+08
4.4127,509.02,38613,3.42E+08
4.4025,509.02,38542,3.42E+08
4.3923,509.01,38471,3.42E+08
4.3821,509.01,38401,3.42E+08
4.3719,509.01,38330,3.42E+08
4.3617,509,38259,3.42E+08
4.3515,509,38189,3.42E+08
4.3443,502,38139,3.42E+08
4.3371,496,38089,3.43E+08
4.3298,494.01,38039,3.43E+08
4.3196,494.01,37968,3.43E+08
4.3124,494,37918,3.43E+08
4.3022,473,37847,3.43E+08
4.295,455,37797,3.43E+08
4.2848,444.02,37726,3.43E+08
4.2746,444.02,37656,3.44E+08
4.2644,444.01,37585,3.44E+08
4.2542,444.01,37514,3.44E+08
4.244,444.01,37444,3.44E+08
4.2339,444,37373,3.44E+08
4.2237,444,37302,3.44E+08
4.2165,435.06,37252,3.45E+08
4.2093,435.06,37202,3.45E+08
4.1991,435.06,37131,3.45E+08
4.1919,435.05,37081,3.45E+08
4.1818,435.05,37011,3.45E+08
4.1716,435.04,36940,3.45E+08
4.1614,435.04,36869,3.45E+08
4.1542,435.04,36819,3.45E+08
4.1441,435.03,36749,3.45E+08
4.1339,435.03,36678,3.45E+08
4.1237,435.02,36607,3.46E+08
4.1136,435.02,36536,3.46E+08
4.1034,435.02,36466,3.46E+08
4.0932,435.01,36395,3.48E+08
4.0831,435.01,36324,3.48E+08
4.073,435.01,36254,3.48E+08
4.0628,435,36183,3.48E+08
4.0527,435,36112,3.48E+08
4.0456,429,36062,3.48E+08
4.0384,412,36012,3.48E+08
4.0283,389,35941,3.48E+08
4.0181,384.01,35871,3.49E+08
4.011,384.01,35821,3.49E+08
4.0038,384,35771,3.49E+08
3.9967,378.02,35721,3.49E+08
3.9895,378.01,35671,3.49E+08
3.9824,378.01,35621,3.49E+08
3.9752,378,35571,3.49E+08
3.968,376.01,35521,3.49E+08
3.9609,376,35471,3.49E+08
3.9537,374,35421,3.49E+08
3.9466,372.02,35371,3.49E+08
3.9365,372.01,35300,3.50E+08
3.9264,372.01,35229,3.50E+08
3.9192,372.01,35179,3.50E+08
3.9121,372,35129,3.50E+08
3.9049,366,35079,3.50E+08
3.8978,363,35029,3.50E+08
3.8906,360,34979,3.50E+08
3.8835,357.02,34929,3.50E+08
3.8734,357.01,34859,3.50E+08
3.8662,357.01,34809,3.51E+08
3.8561,357,34738,3.51E+08
3.846,357,34667,3.51E+08
3.8359,351,34596,3.51E+08
3.8258,342.01,34526,3.51E+08
3.8187,342,34476,3.51E+08
3.8086,328,34405,3.51E+08
3.7985,319.01,34334,3.51E+08
3.7884,319.01,34264,3.57E+08
3.7784,319.01,34193,3.57E+08
3.7713,319,34143,3.57E+08
3.7613,319,34072,3.57E+08
3.7513,314.03,34001,3.57E+08
3.7442,314.02,33951,3.58E+08
3.7371,314.02,33901,3.58E+08
3.7301,314.01,33851,3.58E+08
3.72,314.01,33781,3.58E+08
3.71,314.01,33710,3.58E+08
3.7,314,33639,3.58E+08
3.69,314,33569,3.58E+08
3.6829,311,33519,3.58E+08
3.6759,305.01,33469,3.59E+08
3.6688,305,33419,3.59E+08
3.6617,301.03,33369,3.59E+08
3.6518,301.03,33298,3.59E+08
3.6418,301.02,33227,3.60E+08
3.6318,301.02,33157,3.60E+08
3.6247,301.01,33107,3.60E+08
3.6147,301.01,33036,3.60E+08
3.6048,301.01,32965,3.60E+08
3.5948,301,32894,3.60E+08
3.5848,301,32824,3.60E+08
3.5777,297,32774,3.60E+08
3.5678,294,32703,3.60E+08
3.5578,288.04,32632,3.60E+08
3.5478,288.04,32562,3.62E+08
3.5408,288.04,32512,3.62E+08
3.5337,288.03,32462,3.62E+08
3.5267,288.03,32412,3.62E+08
3.5197,288.02,32362,3.63E+08
3.5097,288.02,32291,3.63E+08
3.4998,288.01,32220,3.63E+08
3.4927,288.01,32170,3.63E+08
3.4828,288.01,32099,3.63E+08
3.4757,288,32049,3.63E+08
3.4658,285.01,31979,3.63E+08
3.4588,285,31929,3.63E+08
3.4517,281.02,31879,3.63E+08
3.4447,281.02,31829,3.63E+08
3.4348,281.02,31758,3.63E+08
3.4248,281.01,31687,3.63E+08
3.4178,281.01,31637,3.63E+08
3.4079,281,31567,3.63E+08
3.3979,281,31496,3.63E+08
3.3909,256,31446,3.63E+08
3.3839,243,31396,3.63E+08
3.3768,241.09,31346,3.64E+08
3.3669,241.08,31275,3.64E+08
3.357,241.08,31204,3.64E+08
3.347,241.08,31134,3.64E+08
3.3371,241.07,31063,3.64E+08
3.3272,241.07,30992,3.65E+08
3.3173,241.07,30922,3.65E+08
3.3073,241.06,30851,3.65E+08
3.2974,241.06,30780,3.65E+08
3.2904,241.05,30730,3.65E+08
3.2834,241.05,30680,3.65E+08
3.2764,241.04,30630,3.65E+08
3.2693,241.04,30580,3.65E+08
3.2594,241.03,30509,3.65E+08
3.2495,241.03,30439,3.65E+08
3.2396,241.03,30368,3.65E+08
3.2297,241.02,30297,3.65E+08
3.2198,241.02,30227,3.65E+08
3.2098,241.02,30156,3.65E+08
3.1999,241.01,30085,3.65E+08
3.19,241.01,30014,3.66E+08
3.183,241.01,29964,3.66E+08
3.176,241,29914,3.66E+08
3.169,238.01,29864,3.66E+08
3.162,238,29814,3.66E+08
3.1521,238,29744,3.66E+08
3.1451,235,29694,3.66E+08
3.1381,222,29644,3.66E+08
3.1311,216.02,29594,3.66E+08
3.1241,216.01,29544,3.88E+08
3.1172,216.01,29494,3.88E+08
3.1104,216,29444,3.88E+08
3.1008,216,29373,3.88E+08
3.094,213.04,29323,3.88E+08
3.0843,213.04,29252,3.88E+08
3.0747,213.04,29182,3.88E+08
3.065,213.03,29111,3.89E+08
3.0554,213.03,29040,3.89E+08
3.0457,213.03,28970,3.89E+08
3.0361,213.02,28899,3.90E+08
3.0265,213.02,28828,3.90E+08
3.0196,213.01,28778,3.90E+08
3.0128,213.01,28728,3.90E+08
3.0032,213.01,28657,3.91E+08
2.9964,213,28607,3.91E+08
2.9896,212,28557,3.91E+08
2.9828,212,28507,3.91E+08
2.9732,204.01,28437,3.91E+08
2.9664,204.01,28387,3.91E+08
2.9596,204,28337,3.92E+08
2.95,204,28266,3.92E+08
2.9432,195.11,28216,3.92E+08
2.9364,195.1,28166,3.92E+08
2.9296,195.1,28116,3.93E+08
2.92,195.1,28045,3.93E+08
2.9132,195.09,27995,3.93E+08
2.9036,195.09,27925,3.93E+08
2.894,195.08,27854,3.94E+08
2.8873,195.08,27804,3.94E+08
2.8777,195.07,27733,3.94E+08
2.8709,195.07,27683,3.94E+08
2.8613,195.07,27612,3.94E+08
2.8517,195.06,27542,3.94E+08
2.8422,195.06,27471,3.96E+08
2.8326,195.06,27400,3.96E+08
2.823,195.05,27330,3.96E+08
2.8135,195.05,27259,3.96E+08
2.8039,195.04,27188,3.96E+08
2.7971,195.04,27138,3.96E+08
2.7876,195.04,27067,3.96E+08
2.778,195.03,26997,3.96E+08
2.7685,195.03,26926,3.96E+08
2.7589,195.03,26855,3.96E+08
2.7521,195.02,26805,3.97E+08
2.7426,195.02,26735,3.97E+08
2.733,195.01,26664,3.97E+08
2.7263,195.01,26614,3.97E+08
2.7167,195.01,26543,3.97E+08
2.71,195,26493,3.97E+08
2.7004,188.01,26422,3.97E+08
2.6937,188,26372,3.97E+08
2.6841,185.08,26302,3.97E+08
2.6746,185.08,26231,3.98E+08
2.665,185.08,26160,3.98E+08
2.6555,185.07,26090,3.98E+08
2.646,185.07,26019,3.98E+08
2.6364,185.07,25948,4.00E+08
2.6269,185.06,25877,4.00E+08
2.6174,185.06,25807,4.00E+08
2.6079,185.06,25736,4.00E+08
2.5984,185.05,25665,4.01E+08
2.5917,185.05,25615,4.01E+08
2.5849,185.04,25565,4.01E+08
2.5754,185.04,25495,4.01E+08
2.5687,185.03,25445,4.01E+08
2.562,185.03,25395,4.01E+08
2.5552,185.02,25345,4.01E+08
2.5485,185.02,25295,4.01E+08
2.539,185.02,25224,4.01E+08
2.5323,185.01,25174,4.01E+08
2.5256,185.01,25124,4.01E+08
2.5189,185,25074,4.01E+08
2.5093,171,25003,4.01E+08
2.5026,166.04,24953,4.01E+08
2.4959,166.04,24903,6.77E+08
2.4884,166.03,24832,6.77E+08
2.4809,166.03,24762,6.77E+08
2.4734,166.03,24691,6.77E+08
2.4659,166.02,24620,6.77E+08
2.4583,166.02,24550,6.77E+08
2.4508,166.02,24479,6.77E+08
2.4455,166.01,24429,6.77E+08
2.4402,166.01,24379,6.77E+08
2.4327,166,24308,6.77E+08
2.4252,166,24238,6.77E+08
2.4199,162,24188,6.77E+08
2.4146,157.14,24138,6.77E+08
2.4093,157.14,24088,6.77E+08
2.4017,157.13,24017,6.77E+08
2.3964,157.13,23967,6.78E+08
2.3911,157.12,23917,6.78E+08
2.3836,157.12,23846,6.78E+08
2.3783,157.12,23796,6.79E+08
2.3708,157.11,23725,6.79E+08
2.3633,157.11,23655,6.79E+08
2.3558,157.1,23584,6.79E+08
2.3483,157.1,23513,6.79E+08
2.3408,157.1,23443,6.79E+08
2.3333,157.09,23372,6.80E+08
2.3258,157.09,23301,6.80E+08
2.3183,157.09,23230,6.80E+08
2.3108,157.08,23160,6.80E+08
2.3033,157.08,23089,6.80E+08
2.2958,157.08,23018,6.80E+08
2.2905,157.07,22968,6.80E+08
2.283,157.07,22898,6.81E+08
2.2755,157.06,22827,6.81E+08
2.268,157.06,22756,6.81E+08
2.2606,157.06,22685,6.81E+08
2.2531,157.05,22615,6.82E+08
2.2456,157.05,22544,6.82E+08
2.2381,157.05,22473,6.82E+08
2.2306,157.04,22403,6.82E+08
2.2231,157.04,22332,6.82E+08
2.2156,157.04,22261,6.82E+08
2.2081,157.03,22190,6.82E+08
2.2029,157.03,22140,6.82E+08
2.1954,157.02,22070,6.82E+08
2.1879,157.02,21999,6.84E+08
2.1804,157.02,21928,6.84E+08
2.1729,157.01,21858,6.84E+08
2.1676,157.01,21808,6.86E+08
2.1602,157.01,21737,6.86E+08
2.1549,157,21687,6.86E+08
2.1474,151.01,21616,6.86E+08
2.14,151.01,21545,6.86E+08
2.1325,151.01,21475,6.86E+08
2.125,151,21404,6.86E+08
2.1176,151,21333,6.86E+08
2.1123,145.01,21283,6.86E+08
2.1048,145,21213,6.86E+08
2.0974,145,21142,6.86E+08
2.0921,142.08,21092,6.86E+08
2.0846,142.07,21021,6.90E+08
2.0793,142.07,20971,6.90E+08
2.0719,142.06,20900,6.93E+08
2.0645,142.06,20830,6.93E+08
2.057,142.06,20759,6.93E+08
2.0496,142.05,20688,6.93E+08
2.0422,142.05,20618,6.93E+08
2.0347,142.05,20547,6.93E+08
2.0295,142.04,20497,6.93E+08
2.0242,142.04,20447,6.93E+08
2.0168,142.03,20376,6.93E+08
2.0093,142.03,20306,6.93E+08
2.0019,142.03,20235,6.93E+08
1.9945,142.02,20164,6.93E+08
1.9871,142.02,20093,6.93E+08
1.9796,142.02,20023,6.94E+08
1.9722,142.01,19952,6.94E+08
1.9648,142.01,19881,6.94E+08
1.9573,142.01,19811,6.94E+08
1.9521,142,19761,6.94E+08
1.9468,135.05,19711,6.94E+08
1.9416,135.05,19661,6.94E+08
1.9363,135.04,19611,6.94E+08
1.9311,135.04,19561,6.94E+08
1.9237,135.03,19490,6.94E+08
1.9162,135.03,19419,6.94E+08
1.9088,135.03,19348,6.94E+08
1.9014,135.02,19278,6.95E+08
1.8939,135.02,19207,6.95E+08
1.8865,135.02,19136,6.95E+08
1.8791,135.01,19066,6.95E+08
1.8738,135.01,19016,6.95E+08
1.8686,135,18966,6.95E+08
1.8612,135,18895,6.95E+08
1.8559,131,18845,6.95E+08
1.8485,116.1,18774,6.95E+08
1.8433,116.1,18724,6.95E+08
1.8358,116.09,18653,6.95E+08
1.8284,116.09,18583,6.95E+08
1.821,116.08,18512,6.95E+08
1.8136,116.08,18441,7.06E+08
1.8062,116.08,18371,7.36E+08
1.799,116.07,18300,7.36E+08
1.7917,116.07,18229,7.36E+08
1.7845,116.07,18158,7.36E+08
1.7773,116.06,18088,7.36E+08
1.77,116.06,18017,7.36E+08
1.7628,116.06,17946,7.36E+08
1.7556,116.05,17876,7.36E+08
1.7483,116.05,17805,7.36E+08
1.7411,116.05,17734,7.36E+08
1.7339,116.04,17663,7.36E+08
1.7266,116.04,17593,7.37E+08
1.7194,116.04,17522,7.37E+08
1.7122,116.03,17451,7.37E+08
1.7049,116.03,17381,7.37E+08
1.6977,116.02,17310,7.37E+08
1.6905,116.02,17239,7.37E+08
1.6832,116.02,17168,7.37E+08
1.676,116.01,17098,7.37E+08
1.6688,116.01,17027,7.37E+08
1.6615,116.01,16956,7.37E+08
1.6543,116,16886,7.38E+08
1.6471,116,16815,7.38E+08
1.6399,103,16744,7.38E+08
1.6348,100.01,16694,7.38E+08
1.6296,100.01,16644,7.38E+08
1.6224,100,16574,7.38E+08
1.6152,100,16503,7.38E+08
1.608,96.017,16432,7.38E+08
1.6029,96.012,16382,7.39E+08
1.5978,96.007,16332,7.39E+08
1.5905,96.004,16261,7.39E+08
1.5833,96,16191,7.39E+08
1.5782,94.052,16141,7.39E+08
1.571,94.049,16070,7.40E+08
1.5638,94.045,15999,7.40E+08
1.5566,94.042,15929,7.40E+08
1.5493,94.038,15858,7.40E+08
1.5421,94.035,15787,7.40E+08
1.5349,94.031,15716,7.40E+08
1.5277,94.028,15646,7.41E+08
1.5205,94.024,15575,7.41E+08
1.5133,94.021,15504,7.41E+08
1.5082,94.016,15454,7.41E+08
1.5009,94.012,15384,7.41E+08
1.4937,94.009,15313,7.41E+08
1.4865,94.005,15242,7.48E+08
1.4814,94,15192,7.48E+08
1.4764,85,15142,7.48E+08
1.4692,83.021,15071,7.48E+08
1.4641,83.016,15021,7.48E+08
1.4569,83.012,14951,7.49E+08
1.4498,83.009,14880,7.49E+08
1.4447,83.004,14830,7.49E+08
1.4375,83,14759,7.49E+08
1.4324,82.033,14709,7.49E+08
1.4273,82.028,14659,7.49E+08
1.4202,82.025,14589,7.49E+08
1.413,82.021,14518,7.49E+08
1.4058,82.018,14447,7.49E+08
1.3986,82.014,14376,7.50E+08
1.3915,82.011,14306,7.50E+08
1.3843,82.007,14235,7.50E+08
1.3771,82.004,14164,7.50E+08
1.3699,82,14094,7.50E+08
1.3628,66,14023,7.50E+08
1.3556,63.021,13952,7.50E+08
1.3505,63.016,13902,7.50E+08
1.3434,63.012,13831,7.50E+08
1.3362,63.009,13761,7.50E+08
1.329,63.005,13690,7.51E+08
1.3239,63,13640,7.51E+08
1.3168,58.056,13569,7.51E+08
1.3117,58.051,13519,7.51E+08
1.3045,58.047,13449,7.51E+08
1.2974,58.044,13378,7.51E+08
1.2902,58.04,13307,7.51E+08
1.283,58.037,13237,7.51E+08
1.2759,58.033,13166,7.51E+08
1.2687,58.03,13095,7.51E+08
1.2636,58.025,13045,7.51E+08
1.2565,58.021,12974,7.51E+08
1.2493,58.018,12904,7.51E+08
1.2421,58.014,12833,7.54E+08
1.235,58.011,12762,7.55E+08
1.2278,58.007,12692,7.55E+08
1.2207,58.004,12621,7.55E+08
1.2135,58,12550,7.55E+08
1.2064,47.253,12479,7.55E+08
1.2013,47.248,12429,7.55E+08
1.1941,47.244,12359,7.55E+08
1.187,47.241,12288,7.55E+08
1.1798,47.237,12217,7.55E+08
1.1727,47.234,12147,7.55E+08
1.1655,47.23,12076,7.55E+08
1.1584,47.227,12005,7.55E+08
1.1533,47.222,11955,7.55E+08
1.1462,47.218,11884,7.55E+08
1.139,47.214,11814,7.55E+08
1.134,47.209,11764,7.55E+08
1.1268,47.206,11693,7.55E+08
1.1197,47.202,11622,7.55E+08
1.1125,47.199,11552,7.55E+08
1.1075,47.194,11502,7.63E+08
1.1003,47.19,11431,7.63E+08
1.0932,47.187,11360,8.18E+08
1.0863,47.183,11289,8.18E+08
1.0794,47.18,11219,8.18E+08
1.0725,47.176,11148,8.18E+08
1.0656,47.173,11077,8.18E+08
1.0587,47.169,11007,8.18E+08
1.0518,47.166,10936,8.19E+08
1.0449,47.162,10865,8.19E+08
1.038,47.159,10794,8.19E+08
1.0312,47.155,10724,8.19E+08
1.0243,47.151,10653,8.19E+08
1.0174,47.148,10582,8.19E+08
1.0105,47.144,10512,8.19E+08
1.0036,47.141,10441,8.19E+08
0.99668,47.137,10370,8.19E+08
0.98979,47.134,10299,8.19E+08
0.98289,47.13,10229,8.19E+08
0.976,47.127,10158,8.19E+08
0.96911,47.123,10087,8.19E+08
0.96221,47.12,10017,8.19E+08
0.95532,47.116,9945.9,8.20E+08
0.94843,47.113,9875.2,8.20E+08
0.94154,47.109,9804.5,8.20E+08
0.93464,47.105,9733.8,8.20E+08
0.92977,47.1,9683.8,8.20E+08
0.92288,47.097,9613.1,8.20E+08
0.91598,47.093,9542.4,8.20E+08
0.90909,47.09,9471.7,8.20E+08
0.9022,47.086,9401,8.20E+08
0.89531,47.083,9330.2,8.20E+08
0.88842,47.079,9259.5,8.20E+08
0.88152,47.076,9188.8,8.20E+08
0.87463,47.072,9118.1,8.28E+08
0.86777,47.069,9047.4,8.28E+08
0.86091,47.065,8976.7,8.28E+08
0.85404,47.062,8906,8.28E+08
0.84718,47.058,8835.3,8.28E+08
0.84032,47.055,8764.6,8.28E+08
0.83346,47.051,8693.9,8.28E+08
0.8266,47.047,8623.1,8.28E+08
0.81974,47.044,8552.4,8.28E+08
0.81288,47.04,8481.7,8.28E+08
0.80602,47.037,8411,8.28E+08
0.79916,47.033,8340.3,8.28E+08
0.7923,47.03,8269.6,8.29E+08
0.78544,47.026,8198.9,8.29E+08
0.77858,47.023,8128.2,8.29E+08
0.77172,47.019,8057.5,8.29E+08
0.76486,47.016,7986.7,8.29E+08
0.75801,47.012,7916,8.29E+08
0.75115,47.009,7845.3,8.29E+08
0.7463,47.004,7795.3,8.29E+08
0.73944,47,7724.6,8.29E+08
0.7346,43,7674.6,8.29E+08
0.72975,39,7624.6,8.29E+08
0.72289,28.009,7553.9,8.29E+08
0.71804,28.004,7503.9,8.29E+08
0.71119,28,7433.2,8.29E+08
0.70433,19,7362.5,8.29E+08
0.69948,15.269,7312.5,8.29E+08
0.69263,15.265,7241.8,8.29E+08
0.68577,15.262,7171.1,8.29E+08
0.67891,15.258,7100.3,8.29E+08
0.67206,15.255,7029.6,8.29E+08
0.6652,15.251,6958.9,8.30E+08
0.65835,15.247,6888.2,8.30E+08
0.65149,15.244,6817.5,8.30E+08
0.64464,15.24,6746.8,8.30E+08
0.63778,15.237,6676.1,8.31E+08
0.63093,15.233,6605.4,8.31E+08
0.62408,15.23,6534.7,8.31E+08
0.61724,15.226,6464,8.31E+08
0.61039,15.223,6393.2,8.31E+08
0.60354,15.219,6322.5,8.31E+08
0.59669,15.216,6251.8,8.55E+08
0.58993,15.212,6181.1,8.55E+08
0.58316,15.209,6110.4,8.55E+08
0.5764,15.205,6039.7,8.55E+08
0.56964,15.202,5969,8.55E+08
0.56287,15.198,5898.3,8.55E+08
0.55611,15.194,5827.6,8.55E+08
0.54935,15.191,5756.8,8.55E+08
0.54259,15.187,5686.1,8.55E+08
0.53582,15.184,5615.4,8.55E+08
0.52906,15.18,5544.7,8.55E+08
0.5223,15.177,5474,8.55E+08
0.51554,15.173,5403.3,8.55E+08
0.50878,15.17,5332.6,8.56E+08
0.50202,15.166,5261.9,8.56E+08
0.49526,15.163,5191.2,8.56E+08
0.4885,15.159,5120.5,8.56E+08
0.48174,15.156,5049.7,8.56E+08
0.47498,15.152,4979,8.56E+08
0.46822,15.148,4908.3,8.56E+08
0.46147,15.145,4837.6,8.56E+08
0.45471,15.141,4766.9,8.56E+08
0.44795,15.138,4696.2,8.56E+08
0.44119,15.134,4625.5,8.56E+08
0.43443,15.131,4554.8,8.56E+08
0.42768,15.127,4484.1,8.56E+08
0.42092,15.124,4413.4,8.56E+08
0.41416,15.12,4342.6,8.57E+08
0.4074,15.117,4271.9,8.57E+08
0.40065,15.113,4201.2,8.57E+08
0.39389,15.11,4130.5,8.57E+08
0.38714,15.106,4059.8,8.57E+08
0.38038,15.103,3989.1,8.57E+08
0.37363,15.099,3918.4,8.57E+08
0.36687,15.095,3847.7,8.57E+08
0.36012,15.092,3777,8.57E+08
0.35336,15.088,3706.2,8.57E+08
0.34661,15.085,3635.5,8.57E+08
0.33985,15.081,3564.8,8.57E+08
0.3331,15.078,3494.1,8.59E+08
0.32635,15.074,3423.4,8.59E+08
0.3196,15.071,3352.7,8.59E+08
0.31285,15.067,3282,8.59E+08
0.3061,15.064,3211.3,8.59E+08
0.29936,15.06,3140.6,8.59E+08
0.29261,15.057,3069.8,8.60E+08
0.28586,15.053,2999.1,8.60E+08
0.27912,15.049,2928.4,8.60E+08
0.27237,15.046,2857.7,8.60E+08
0.26562,15.042,2787,8.60E+08
0.25888,15.039,2716.3,8.60E+08
0.25213,15.035,2645.6,8.60E+08
0.24539,15.032,2574.9,8.60E+08
0.23864,15.028,2504.2,8.60E+08
0.2319,15.025,2433.5,8.60E+08
0.22515,15.021,2362.7,8.60E+08
0.21841,15.018,2292,8.60E+08
0.21166,15.014,2221.3,8.62E+08
0.20492,15.011,2150.6,8.62E+08
0.19818,15.007,2079.9,8.62E+08
0.19144,15.004,2009.2,8.62E+08
0.1847,15,1938.5,8.62E+08
0.17797,14.097,1867.8,8.62E+08
0.17123,14.093,1797.1,8.62E+08
0.16449,14.09,1726.3,8.62E+08
0.15775,14.086,1655.6,8.62E+08
0.15101,14.083,1584.9,8.62E+08
0.14427,14.079,1514.2,8.62E+08
0.13753,14.076,1443.5,8.62E+08
0.1308,14.072,1372.8,8.62E+08
0.12406,14.069,1302.1,8.62E+08
0.11732,14.065,1231.4,8.62E+08
0.11058,14.062,1160.7,8.62E+08
0.10384,14.058,1089.9,8.62E+08
0.097108,14.054,1019.2,8.62E+08
0.09037,14.051,948.53,8.62E+08
0.083633,14.047,877.82,8.62E+08
0.076896,14.044,807.11,8.62E+08
0.070159,14.04,736.4,8.62E+08
0.063422,14.037,665.69,8.62E+08
0.056685,14.033,594.97,8.62E+08
0.049948,14.03,524.26,8.62E+08
0.043211,14.026,453.55,8.62E+08
0.036474,14.023,382.84,8.62E+08
0.031711,14.018,332.84,8.62E+08
0.024974,14.014,262.13,8.62E+08
0.018237,14.011,191.42,8.62E+08
0.0115,14.007,120.71,8.62E+08
0.0047636,14.004,50,8.62E+08
0,14,0,8.62E+08
